"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"DIVISLAB","Divi's Laboratories Limited","7(2)","M. Visweswara Rao","Employees/Designated Employees","Equity Shares","74000","0.03",,"1000","3312805","Sell","Equity Shares","73000","0.03","18-Sep-2020","18-Sep-2020","19-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","21-Sep-2020 12:45","https://archives.nseindia.com/corporate/xbrl/IT_1079947_320117_21092020124519_WEB.xml"
"TARMAT","Tarmat Limited","7(2)","Jerry Varghese","Promoters","Equity Shares","3241820","24.32",,"10000","394744","Sell","Equity Shares","3231820","24.25","18-Sep-2020","18-Sep-2020","19-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","21-Sep-2020 12:42","https://archives.nseindia.com/corporate/xbrl/IT_1079945_320113_21092020124217_WEB.xml"
"HAPPSTMNDS","Happiest Minds Technologies Limited","7(2)","SANDEEP AGARWAL","Employees/Designated Employees","Equity Shares","236950","0.16",,"100000","368","Sell","Equity Shares","136950","0.09","17-Sep-2020","17-Sep-2020","18-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","21-Sep-2020 12:08","https://archives.nseindia.com/corporate/xbrl/IT_1079941_320093_21092020120836_WEB.xml"
"HAPPSTMNDS","Happiest Minds Technologies Limited","7(2)","VIJAY BHARTI","Employees/Designated Employees","Equity Shares","149463","0.1",,"50000","378","Sell","Equity Shares","99463","0.07","17-Sep-2020","17-Sep-2020","18-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","21-Sep-2020 12:08","https://archives.nseindia.com/corporate/xbrl/IT_1079941_320093_21092020120836_WEB.xml"
"HAPPSTMNDS","Happiest Minds Technologies Limited","7(2)","RAJA SEKHER BOLISETTY","Employees/Designated Employees","Equity Shares","427052","0.29",,"14000","380","Sell","Equity Shares","413052","0.28","17-Sep-2020","17-Sep-2020","19-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","21-Sep-2020 12:08","https://archives.nseindia.com/corporate/xbrl/IT_1079941_320093_21092020120836_WEB.xml"
"HAPPSTMNDS","Happiest Minds Technologies Limited","7(2)","SANTHOSH KUMAR","Employees/Designated Employees","Equity Shares","56000","0.04",,"3000","375","Sell","Equity Shares","53000","0.04","18-Sep-2020","18-Sep-2020","20-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","21-Sep-2020 12:08","https://archives.nseindia.com/corporate/xbrl/IT_1079941_320093_21092020120836_WEB.xml"
"ARMANFIN","Arman Financial Services Limited","7(2)","Jayendra Patel","Promoters","Equity Shares","412987","4.87",,"14950","0","Buy","Equity Shares","427937","5.04","18-Sep-2020","18-Sep-2020","20-Sep-2020","Inter-se-Transfer","-","-","0","0","0","0","NA","-","21-Sep-2020 12:07","https://archives.nseindia.com/corporate/xbrl/IT_1079940_320091_21092020120756_WEB.xml"
"ARMANFIN","Arman Financial Services Limited","7(2)","AAKASH PATEL","Promoter Group","Equity Shares","29900","0.35",,"29900","0","Sell","Equity Shares","Nil","0","18-Sep-2020","18-Sep-2020","20-Sep-2020","Inter-se-Transfer","-","-","0","0","0","0","NA","-","21-Sep-2020 12:07","https://archives.nseindia.com/corporate/xbrl/IT_1079940_320091_21092020120756_WEB.xml"
"ARMANFIN","Arman Financial Services Limited","7(2)","RITABEN PATEL","Promoters","Equity Shares","421139","4.96",,"14950","0","Buy","Equity Shares","436089","5.14","18-Sep-2020","18-Sep-2020","20-Sep-2020","Inter-se-Transfer","-","-","0","0","0","0","NA","-","21-Sep-2020 12:07","https://archives.nseindia.com/corporate/xbrl/IT_1079940_320091_21092020120756_WEB.xml"
"KABRAEXTRU","Kabra Extrusion Technik Limited","7(2)","EKTA ANAND KABRA","Director","Equity Shares","2907162","9.11",,"50804","3248601","Buy","Equity Shares","2957966","9.27","17-Sep-2020","17-Sep-2020","17-Sep-2020","Market Purchase","-","-","0","0","0","0","NSE","-","21-Sep-2020 11:55","https://archives.nseindia.com/corporate/xbrl/IT_1079938_320087_21092020115538_WEB.xml"
"M&M","Mahindra & Mahindra Limited","7(2)","Ms. Yuthica Keshub Mahindra jointly with Sudha K. Mahindra","Promoter Group","Equity Shares","832344","0.07",,"5000","3191250","Sell","Equity Shares","827344","0.07","17-Sep-2020","17-Sep-2020","18-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","21-Sep-2020 10:43","https://archives.nseindia.com/corporate/xbrl/IT_1079934_320075_21092020104339_WEB.xml"
"APOLLO","Apollo Micro Systems Limited","7(2)","KARUNAKAR REDDY BADDAM","Director","Equity Shares","13271690","63.92",,"800000","115","Pledge","Equity Shares","13271690","63.92","08-Sep-2020","08-Sep-2020","10-Sep-2020","Pledge Creation","-","-","0","0","0","0","NA","-","21-Sep-2020 09:02","https://archives.nseindia.com/corporate/xbrl/IT_1079932_320072_21092020090217_WEB.xml"
"MANINFRA","Man Infraconstruction Limited","7(2)","PARAG K. SHAH","Promoters","Equity Shares","83711365","33.82",,"97589","2639782","Buy","Equity Shares","83808954","33.86","18-Sep-2020","18-Sep-2020","21-Sep-2020","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","21-Sep-2020 08:59","https://archives.nseindia.com/corporate/xbrl/IT_1079930_320069_21092020085939_WEB.xml"
"USHAMART","Usha Martin Limited","7(2)","PETERHOUSE INVESTMENTS LIMITED","Promoters","Equity Shares","18444919","6.05",,"540000","13840200","Sell","Equity Shares","17904919","5.88","17-Sep-2020","18-Sep-2020","18-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","20-Sep-2020 20:44","https://archives.nseindia.com/corporate/xbrl/IT_1079928_320042_20092020084456_WEB.xml"
"ASTEC","Astec LifeSciences Limited","7(2)","Ashok Vishwanath Hiremath","Promoters","Equity Shares","1511206","7.72",,"16987","21481468","Sell","Equity Shares","1494219","7.63","18-Sep-2020","18-Sep-2020","20-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","20-Sep-2020 19:34","https://archives.nseindia.com/corporate/xbrl/IT_1079926_320033_20092020073449_WEB.xml"
"ELECTCAST","Electrosteel Castings Limited","7(2)","G. K. & Sons Pvt. Ltd.","Promoter Group","Equity Shares","46504593","10.74",,"500000","8814711","Buy","Equity Shares","47004593","10.86","18-Sep-2020","18-Sep-2020","18-Sep-2020","Market Purchase","-","-","0","0","0","0","NSE","-","20-Sep-2020 19:04","https://archives.nseindia.com/corporate/xbrl/IT_1079925_320029_20092020070405_WEB.xml"
"ELECTCAST","Electrosteel Castings Limited","7(2)","Murari Investment & Trading Company Ltd","Promoter Group","Equity Shares","32303127","7.46",,"900000","16139582","Buy","Equity Shares","33203127","7.67","16-Sep-2020","17-Sep-2020","18-Sep-2020","Market Purchase","-","-","0","0","0","0","NSE","-","20-Sep-2020 19:04","https://archives.nseindia.com/corporate/xbrl/IT_1079925_320029_20092020070405_WEB.xml"
"ASTEC","Astec LifeSciences Limited","7(2)","Ashok Vishwanath Hiremath","Promoters","Equity Shares","1518909","7.76",,"7703","9673087","Sell","Equity Shares","1511206","7.72","17-Sep-2020","17-Sep-2020","19-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","20-Sep-2020 14:52","https://archives.nseindia.com/corporate/xbrl/IT_1079921_320016_20092020025206_WEB.xml"
"SEAMECLTD","Seamec Limited","7(2)","HAL OFFSHORE LIMITED","Promoters","Equity Shares","17747475","69.8",,"25000","10025000","Buy","Equity Shares","17772475","69.9","18-Sep-2020","18-Sep-2020","18-Sep-2020","Market Purchase","-","-","0","0","0","0","NSE","-","20-Sep-2020 12:32","https://archives.nseindia.com/corporate/xbrl/IT_1079920_320014_20092020123208_WEB.xml"
"DHANI","Dhani Services Limited","7(2)","Indiabulls Ventures Limited Employees Welfare Trust","Other","Equity Shares","10400000","1.7",,"1142138","257795474","Buy","Equity Shares","11542138","2","16-Sep-2020","18-Sep-2020","18-Sep-2020","Market Purchase","-","-","0","0","0","0","NSE","-","19-Sep-2020 21:03","https://archives.nseindia.com/corporate/xbrl/IT_1079917_320005_19092020090317_WEB.xml"
"TCNSBRANDS","TCNS Clothing Co. Limited","7(2)","DHARMENDER KUMAR","Employees/Designated Employees","Equity Shares","121050","0.19",,"3758","1493744","Sell","Equity Shares","117292","0.19","18-Sep-2020","18-Sep-2020","19-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Sep-2020 20:07","https://archives.nseindia.com/corporate/xbrl/IT_1079915_320000_19092020080734_WEB.xml"
"SANGHVIFOR","Sanghvi Forging and Engineering Limited","7(2)","Piyush Mehta","Promoter Group","Equity Shares","12329","0.08",,"1329","24852","Sell","Equity Shares","11000","0.07","15-Sep-2020","15-Sep-2020","19-Sep-2020","Market Sale","-","-","0","0","0","0","MSEI","-","19-Sep-2020 18:04","https://archives.nseindia.com/corporate/xbrl/IT_1079913_319982_19092020060438_WEB.xml"
"GEEKAYWIRE","Geekay Wires Limited","7(2)","KANDOI INDUSTRIES INDIA PRIVATE LIMITED","Promoters","Equity Shares","2368470","22.66",,"17620","1539351","Sell","Equity Shares","2350850","22.49","16-Sep-2020","18-Sep-2020","18-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Sep-2020 17:20","https://archives.nseindia.com/corporate/xbrl/IT_1079911_319972_19092020052018_WEB.xml"
"ACE","Action Construction Equipment Limited","7(2)","Mr. Vijay Agarwal","Promoters","Equity Shares","42001251","37",,"67841","4668589","Buy","Equity Shares","42069092","37.06","16-Sep-2020","17-Sep-2020","18-Sep-2020","Market Purchase","-","-","0","0","0","0","NSE","-","19-Sep-2020 17:04","https://archives.nseindia.com/corporate/xbrl/IT_1079909_319969_19092020050457_WEB.xml"
"JUBILANT","Jubilant Life Sciences Limited","7(2)","Arun Seth","Director","Equity Shares","600","0",,"1400","1116278","Buy","Equity Shares","2000","0","15-Sep-2020","16-Sep-2020","17-Sep-2020","Market Purchase","-","-","0","0","0","0","NSE","-","19-Sep-2020 16:55","https://archives.nseindia.com/corporate/xbrl/IT_1079907_319960_19092020045531_WEB.xml"
"JUBILANT","Jubilant Life Sciences Limited","7(2)","Arun Seth","Director","Equity Shares","Nil","0",,"600","457572","Buy","Equity Shares","600","0","14-Sep-2020","14-Sep-2020","17-Sep-2020","Market Purchase","-","-","0","0","0","0","NSE","-","19-Sep-2020 16:55","https://archives.nseindia.com/corporate/xbrl/IT_1079907_319960_19092020045531_WEB.xml"
"MAHICKRA","Mahickra Chemicals Limited","7(2)","ANITABEN ASHISHKUMAR GANDHI","Promoter Group","Equity Shares","174400","2.15",,"1500","107100","Buy","Equity Shares","175900","2.17","18-Sep-2020","18-Sep-2020","19-Sep-2020","Market Purchase","-","-","0","0","0","0","NSE","-","19-Sep-2020 16:52","https://archives.nseindia.com/corporate/xbrl/IT_1079906_319957_19092020045214_WEB.xml"
"MAHICKRA","Mahickra Chemicals Limited","7(2)","ANITABEN ASHISHKUMAR GANDHI","Promoter Group","Equity Shares","175900","2.17",,"1500","107925","Buy","Equity Shares","177400","2.18","18-Sep-2020","18-Sep-2020","19-Sep-2020","Market Purchase","-","-","0","0","0","0","NSE","-","19-Sep-2020 16:52","https://archives.nseindia.com/corporate/xbrl/IT_1079906_319957_19092020045214_WEB.xml"
"MAHICKRA","Mahickra Chemicals Limited","7(2)","ANITABEN ASHISHKUMAR GANDHI","Promoter Group","Equity Shares","172900","2.13",,"1500","105075","Buy","Equity Shares","174400","2.15","18-Sep-2020","18-Sep-2020","19-Sep-2020","Market Purchase","-","-","0","0","0","0","NSE","-","19-Sep-2020 16:52","https://archives.nseindia.com/corporate/xbrl/IT_1079906_319957_19092020045214_WEB.xml"
"AJOONI","Ajooni Biotech Limited","7(2)","ISHNEET KAUR","Promoters","Equity Shares","588777","7.01",,"8000","33","Buy","Equity Shares","596777","7.1","18-Sep-2020","18-Sep-2020","19-Sep-2020","Market Purchase","-","-","0","0","0","0","NSE","-","19-Sep-2020 16:26","https://archives.nseindia.com/corporate/xbrl/IT_1079903_319945_19092020042626_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Unnikrishnan Subramanian Aryasankaranilayam","Employees/Designated Employees","Equity Shares","62600","0",,"9065","9882590","Sell","Equity Shares","53535","0","17-Sep-2020","17-Sep-2020","18-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Sep-2020 16:22","https://archives.nseindia.com/corporate/xbrl/IT_1079901_319942_19092020042217_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Neena Handa","Employees/Designated Employees","Equity Shares","47200","0",,"1500","1627500","Sell","Equity Shares","45700","0","16-Sep-2020","16-Sep-2020","17-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Sep-2020 16:22","https://archives.nseindia.com/corporate/xbrl/IT_1079901_319942_19092020042217_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Unnikrishnan Subramanian Aryasankaranilayam","Employees/Designated Employees","Equity Shares","62600","0",,"9065","9882590","Pledge Revoke","Equity Shares","62600","0","17-Sep-2020","17-Sep-2020","18-Sep-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","19-Sep-2020 16:22","https://archives.nseindia.com/corporate/xbrl/IT_1079901_319942_19092020042217_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Bhagwant Pilkhwal","Employees/Designated Employees","Equity Shares","29250","0",,"8750","9548088","Sell","Equity Shares","20500","0","17-Sep-2020","17-Sep-2020","17-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Sep-2020 16:22","https://archives.nseindia.com/corporate/xbrl/IT_1079901_319942_19092020042217_WEB.xml"
"MAHICKRA","Mahickra Chemicals Limited","7(2)","MITESHKUMAR CHAMPAKLAL GANDHI","Promoters","Equity Shares","579028","7.13",,"1500","107700","Buy","Equity Shares","580528","7.15","18-Sep-2020","18-Sep-2020","19-Sep-2020","Market Purchase","-","-","0","0","0","0","NSE","-","19-Sep-2020 16:00","https://archives.nseindia.com/corporate/xbrl/IT_1079899_319932_19092020040059_WEB.xml"
"ASIANTILES","Asian Granito India Limited","7(2)","Ramanbhai Nathabhai Patel","Immediate relative","Equity Shares","423480","1.37",,"30000","9102900","Sell","Equity Shares","393480","1.28","16-Sep-2020","16-Sep-2020","17-Sep-2020","Market Sale","-","-","0","0","0","0","BSE","-","19-Sep-2020 15:14","https://archives.nseindia.com/corporate/xbrl/IT_1079897_319919_19092020031420_WEB.xml"
"MAHICKRA","Mahickra Chemicals Limited","7(2)","CHINTAN ASHISHKUMAR GANDHI","Promoter Group","Equity Shares","40500","0.5",,"1500","107550","Buy","Equity Shares","42000","0.52","18-Sep-2020","18-Sep-2020","19-Sep-2020","Market Purchase","-","-","0","0","0","0","NSE","-","19-Sep-2020 15:13","https://archives.nseindia.com/corporate/xbrl/IT_1079896_319917_19092020031343_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","Aroop Kumar Mohapatra","Employees/Designated Employees","Equity Shares","11222","0",,"11220","4140000","Sell","Equity Shares","2","0","18-Sep-2020","18-Sep-2020","18-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Sep-2020 15:06","https://archives.nseindia.com/corporate/xbrl/IT_1079893_319913_19092020030610_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","RAJIV SAXENA","Employees/Designated Employees","Equity Shares","6600","0",,"17600","3975213","Buy","Equity Shares","24200","0","14-Sep-2020","14-Sep-2020","18-Sep-2020","ESOP","-","-","0","0","0","0","NA","-","19-Sep-2020 15:06","https://archives.nseindia.com/corporate/xbrl/IT_1079893_319913_19092020030610_WEB.xml"
"AKG","Akg Exim Limited","7(2)","Rajeev Goel","Director","Equity Shares","240920","3.64",,"84000","3476400","Sell","Equity Shares","156920","2.37","25-Aug-2020","09-Sep-2020","17-Sep-2020","Market Sale","-","-","0","0","0","0","-","-","19-Sep-2020 14:54","https://archives.nseindia.com/corporate/xbrl/IT_1079891_319906_19092020025413_WEB.xml"
"SHRIRAMCIT","Shriram City Union Finance Limited","7(2)","Shriram Financial Ventures (Chennai) Pvt Ltd","Promoter Group","Equity Shares","312156","0.47",,"5000","4913301","Buy","Equity Shares","317156","0.48","17-Sep-2020","17-Sep-2020","18-Sep-2020","Market Purchase","-","-","0","0","0","0","NSE","-","19-Sep-2020 13:45","https://archives.nseindia.com/corporate/xbrl/IT_1079889_319900_19092020014543_WEB.xml"
"SHRIRAMCIT","Shriram City Union Finance Limited","7(2)","Shriram Financial Ventures (Chennai) Pvt Ltd","Promoter Group","Equity Shares","305219","0.46",,"6937","6959206","Buy","Equity Shares","312156","0.47","16-Sep-2020","16-Sep-2020","18-Sep-2020","Market Purchase","-","-","0","0","0","0","NSE","-","19-Sep-2020 13:45","https://archives.nseindia.com/corporate/xbrl/IT_1079889_319900_19092020014543_WEB.xml"
"MOTOGENFIN","The Motor & General Finance Limited","7(2)","GEE GEE HOLDINGS (P) LTD","Promoter Group","Equity Shares","1791972","4.63",,"6658","115151","Buy","Equity Shares","1798630","4.64","18-Sep-2020","18-Sep-2020","19-Sep-2020","Market Purchase","-","-","0","0","0","0","NSE","-","19-Sep-2020 13:20","https://archives.nseindia.com/corporate/xbrl/IT_1079887_319894_19092020012046_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Dr. Milind Joshi","Employees/Designated Employees","Equity Shares","6190","0.01",,"5950","6221539","Sell","Equity Shares","240","0","17-Sep-2020","17-Sep-2020","19-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Sep-2020 12:30","https://archives.nseindia.com/corporate/xbrl/IT_1079885_319886_19092020123052_WEB.xml"
"JBCHEPHARM","JB Chemicals & Pharmaceuticals Limited","7(2)","Dr. Milind Joshi","Employees/Designated Employees","Equity Shares","10820","0.01",,"4630","4855346","Sell","Equity Shares","6190","0.01","17-Sep-2020","17-Sep-2020","19-Sep-2020","Market Sale","-","-","0","0","0","0","BSE","-","19-Sep-2020 12:30","https://archives.nseindia.com/corporate/xbrl/IT_1079885_319886_19092020123052_WEB.xml"
"VSSL","Vardhman Special Steels Limited","7(2)","SACHIT JAIN","Promoters","Equity Shares","4961963","12.28",,"593","44086","Buy","Equity Shares","4962556","12.29","17-Sep-2020","17-Sep-2020","18-Sep-2020","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","19-Sep-2020 12:04","https://archives.nseindia.com/corporate/xbrl/IT_1079883_319881_19092020120456_WEB.xml"
"NCLIND","NCL Industries Limited","7(2)","KALIDINDI RAVI","Director","Equity Shares","2528069","5.59",,"5000","568250","Buy","Equity Shares","2533069","5.6","18-Sep-2020","18-Sep-2020","18-Sep-2020","Market Purchase","-","-","0","0","0","0","NSE","-","19-Sep-2020 12:04","https://archives.nseindia.com/corporate/xbrl/IT_1079882_319879_19092020120447_WEB.xml"
"NCLIND","NCL Industries Limited","7(2)","K.Anuradha","Promoter Group","Equity Shares","876223","1.94",,"1750","197313","Buy","Equity Shares","877973","1.94","18-Sep-2020","18-Sep-2020","18-Sep-2020","Market Purchase","-","-","0","0","0","0","NSE","-","19-Sep-2020 12:04","https://archives.nseindia.com/corporate/xbrl/IT_1079882_319879_19092020120447_WEB.xml"
"VAIBHAVGBL","Vaibhav Global Limited","7(2)","Vaibhav Global Employee Stock Option Welfare Trust","Other","Equity Shares","16378","0.05",,"1542","2861661","Sell","Equity Shares","14836","0.05","16-Sep-2020","16-Sep-2020","18-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Sep-2020 11:39","https://archives.nseindia.com/corporate/xbrl/IT_1079879_319875_19092020113913_WEB.xml"
"CLEDUCATE","CL Educate Limited","7(2)","Satya Narayanan R","Promoters","Equity Shares","2393320","16.9",,"5000","366800","Buy","Equity Shares","2398320","16.93","18-Sep-2020","18-Sep-2020","18-Sep-2020","Market Purchase","-","-","0","0","0","0","NSE","-","19-Sep-2020 11:30","https://archives.nseindia.com/corporate/xbrl/IT_1079878_319869_19092020113017_WEB.xml"
"SHIL","Somany Home Innovation Limited","7(2)","Somany Impresa Limited (Formerly Paco Exports Limited)","Promoters","Equity Shares","30070967","41.59",,"231709","19906254","Buy","Equity Shares","30302676","41.91","17-Sep-2020","18-Sep-2020","18-Sep-2020","Market Purchase","-","-","0","0","0","0","NA","-","19-Sep-2020 11:16","https://archives.nseindia.com/corporate/xbrl/IT_1079876_319866_19092020111628_WEB.xml"
"LUPIN","Lupin Limited","7(2)","Deepak Kasbi","Employees/Designated Employees","Equity Shares","16064","0",,"564","620400","Sell","Equity Shares","15500","0","18-Sep-2020","18-Sep-2020","18-Sep-2020","Market Sale","-","-","0","0","0","0","NSE","-","19-Sep-2020 11:03","https://archives.nseindia.com/corporate/xbrl/IT_1079874_319862_19092020110351_WEB.xml"
